Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Style
Fleeting Snowfall,3,Bracelet,,1,0,18,10,49,15,140,2,6,Sexy
Fleeting Snowfall,3,Bracelet,,2,120,22,13,61,19,410,6,18,Elegant
Fleeting Snowfall,3,Bracelet,,3,147,27,16,75,23,820,11,36,Elegant
Fleeting Snowfall,3,Bracelet,,4,178,33,19,90,28,1330,18,60,Elegant
Fleeting Snowfall,3,Bracelet,,5,212,39,22,108,33,1940,26,88,Elegant
Peachy Nostalgia,3,Bracelet,,0,0,40,75,0,13,0,0,0,Sweet
Peachy Nostalgia,3,Bracelet,,1,14,50,94,14,0,140,2,6,Sweet
Peachy Nostalgia,3,Bracelet,,2,18,62,0,18,21,410,6,18,Fresh
Peachy Nostalgia,3,Bracelet,,3,21,76,143,21,25,820,11,36,Sweet
Peachy Nostalgia,3,Bracelet,,4,26,92,173,26,30,1330,18,60,Sweet
Peachy Nostalgia,3,Bracelet,,5,31,110,207,31,36,1940,26,88,Sweet
Snowflake Bracelet,2,Bracelet,,0,47,7,24,6,6,0,0,0,Elegant
Snowflake Bracelet,2,Bracelet,,1,59,9,30,8,8,80,1,3,Elegant
Snowflake Bracelet,2,Bracelet,,2,73,0,38,10,10,240,3,10,Elegant
Snowflake Bracelet,2,Bracelet,,3,90,14,46,12,12,480,6,20,Elegant
Snowflake Bracelet,2,Bracelet,,4,109,0,56,14,14,790,10,34,Elegant
Snowflake Bracelet,2,Bracelet,,5,130,20,66,0,17,1150,15,50,Elegant
Pink Pearls,2,Bracelet,,0,5,5,48,9,24,0,0,0,Sweet
Pink Pearls,2,Bracelet,,1,7,7,60,12,30,80,1,3,Sweet
Pink Pearls,2,Bracelet,,2,8,8,75,14,38,240,3,10,Sweet
Pink Pearls,2,Bracelet,,3,10,10,92,18,46,480,6,20,Sweet
Pink Pearls,2,Bracelet,,4,0,0,0,21,56,790,10,34,Cool
Pink Pearls,2,Bracelet,,5,14,14,132,25,66,1150,15,50,Sweet
Forgotten Hair Tie,3,Bracelet,,0,13,39,75,0,12,0,0,0,Sweet
Forgotten Hair Tie,3,Bracelet,,1,0,49,94,14,15,140,2,6,Sweet
Forgotten Hair Tie,3,Bracelet,,2,21,61,0,18,19,410,6,18,Fresh
Forgotten Hair Tie,3,Bracelet,,3,25,75,143,21,23,820,11,36,Sweet
Forgotten Hair Tie,3,Bracelet,,4,30,90,173,26,28,1330,18,60,Sweet
Forgotten Hair Tie,3,Bracelet,,5,36,108,207,31,33,1940,26,88,Sweet
Languid Windmill,4,Bracelet,Hometown Breeze,0,14,108,52,0,18,0,0,0,Fresh
Languid Windmill,4,Bracelet,Hometown Breeze,1,18,135,65,14,23,410,5,12,Fresh
Languid Windmill,4,Bracelet,Hometown Breeze,2,22,168,81,18,28,1220,16,36,Fresh
Languid Windmill,4,Bracelet,Hometown Breeze,3,27,206,99,21,35,2440,32,72,Fresh
Languid Windmill,4,Bracelet,Hometown Breeze,4,33,249,120,26,42,3980,53,120,Fresh
Languid Windmill,4,Bracelet,Hometown Breeze,5,39,297,143,31,50,5800,77,177,Fresh
Unfulfilled Wish,4,Bracelet,Sweet Jazz Nights,0,51,0,108,13,19,0,0,0,Sweet
Unfulfilled Wish,4,Bracelet,Sweet Jazz Nights,1,64,14,135,0,24,410,5,12,Sweet
Unfulfilled Wish,4,Bracelet,Sweet Jazz Nights,2,80,18,168,21,30,1220,16,36,Sweet
Unfulfilled Wish,4,Bracelet,Sweet Jazz Nights,3,0,21,206,25,37,2440,32,72,Sweet
Unfulfilled Wish,4,Bracelet,Sweet Jazz Nights,4,118,26,249,30,44,3980,53,120,Sweet
Unfulfilled Wish,4,Bracelet,Sweet Jazz Nights,5,141,31,297,36,53,5800,77,177,Sweet
Gentle Touch,4,Bracelet,Bubbly Voyage,0,15,43,86,10,11,0,0,0,Sweet
Gentle Touch,4,Bracelet,Bubbly Voyage,1,19,54,108,13,14,410,5,12,Sweet
Gentle Touch,4,Bracelet,Bubbly Voyage,2,24,67,134,16,18,1220,16,36,Sweet
Gentle Touch,4,Bracelet,Bubbly Voyage,3,29,82,164,19,21,2440,32,72,Sweet
Gentle Touch,4,Bracelet,Bubbly Voyage,4,35,99,198,23,26,3980,53,120,Sweet
Gentle Touch,4,Bracelet,Bubbly Voyage,5,42,19,237,28,31,5800,77,177,Sweet
Wishful Honors,5,Chest Accessory,,0,129,22,65,20,18,0,0,0,Elegant
Wishful Honors,5,Chest Accessory,,1,162,28,82,25,23,680,9,19,Elegant
Wishful Honors,5,Chest Accessory,,2,200,35,101,31,28,2030,27,57,Elegant
Wishful Honors,5,Chest Accessory,,3,246,42,124,38,35,4060,54,114,Elegant
Wishful Honors,5,Chest Accessory,,4,297,51,150,46,42,6630,88,190,Elegant
Wishful Honors,5,Chest Accessory,,5,355,61,179,55,50,9670,129,282,Elegant
Galaxy's Desire,3,Chest Accessory,,0,39,0,9,14,77,0,0,0,Cool
Galaxy's Desire,3,Chest Accessory,,1,49,15,0,18,97,140,2,6,Cool
Galaxy's Desire,3,Chest Accessory,,2,61,19,14,22,120,410,6,18,Cool
Galaxy's Desire,3,Chest Accessory,,3,75,23,18,27,147,820,11,36,Cool
Galaxy's Desire,3,Chest Accessory,,4,90,28,21,33,178,1330,18,60,Cool
Galaxy's Desire,3,Chest Accessory,,5,108,33,25,39,212,1940,26,88,Cool
Unnamed Medal,3,Chest Accessory,Carnival Ode,0,13,14,12,36,75,0,0,0,Cool
Unnamed Medal,3,Chest Accessory,Carnival Ode,1,0,18,15,45,94,140,2,6,Cool
Unnamed Medal,3,Chest Accessory,Carnival Ode,2,21,22,19,56,0,410,6,18,Sexy
Unnamed Medal,3,Chest Accessory,Carnival Ode,3,25,27,23,69,143,820,11,36,Cool
Unnamed Medal,3,Chest Accessory,Carnival Ode,4,30,33,28,83,173,1330,18,60,Cool
Unnamed Medal,3,Chest Accessory,Carnival Ode,5,36,39,33,99,207,1940,26,88,Cool
Glorious Calling,3,Chest Accessory,Guard's Resolve,0,10,36,13,14,76,0,0,0,Cool
Glorious Calling,3,Chest Accessory,Guard's Resolve,1,13,45,0,18,95,140,2,6,Cool
Glorious Calling,3,Chest Accessory,Guard's Resolve,2,16,56,21,22,118,410,6,18,Cool
Glorious Calling,3,Chest Accessory,Guard's Resolve,3,19,69,25,27,145,820,11,36,Cool
Glorious Calling,3,Chest Accessory,Guard's Resolve,4,23,83,30,33,175,1330,18,60,Cool
Glorious Calling,3,Chest Accessory,Guard's Resolve,5,28,99,36,39,209,1940,26,88,Cool
Power Supply,4,Chest Accessory,Fully Charged,0,13,41,15,13,82,0,0,0,Cool
Power Supply,4,Chest Accessory,Fully Charged,1,0,52,19,0,103,410,5,12,Cool
Power Supply,4,Chest Accessory,Fully Charged,2,21,64,24,21,128,1220,16,36,Cool
Power Supply,4,Chest Accessory,Fully Charged,3,25,78,29,25,156,2440,32,72,Cool
Power Supply,4,Chest Accessory,Fully Charged,4,30,95,35,30,189,3980,53,120,Cool
Power Supply,4,Chest Accessory,Fully Charged,5,36,113,42,36,226,5800,77,177,Cool
Field Posy,4,Chest Accessory,Afternoon Shine,0,14,15,84,10,42,0,0,0,Sweet
Field Posy,4,Chest Accessory,Afternoon Shine,1,18,19,105,13,53,410,5,12,Sweet
Field Posy,4,Chest Accessory,Afternoon Shine,2,22,24,131,16,66,1220,16,36,Sweet
Field Posy,4,Chest Accessory,Afternoon Shine,3,27,29,160,19,80,2440,32,72,Sweet
Field Posy,4,Chest Accessory,Afternoon Shine,4,33,35,194,23,97,3980,53,120,Sweet
Field Posy,4,Chest Accessory,Afternoon Shine,5,39,42,231,28,116,5800,77,177,Sweet
Night's Soul,3,Choker,,0,14,9,8,39,80,0,0,0,Cool
Night's Soul,3,Choker,,1,18,0,10,49,100,140,2,6,Cool
Night's Soul,3,Choker,,2,22,14,13,61,124,410,6,18,Cool
Night's Soul,3,Choker,,3,27,18,16,75,152,820,11,36,Cool
Night's Soul,3,Choker,,4,33,21,19,90,184,1330,18,60,Cool
Night's Soul,3,Choker,,5,39,25,22,108,220,1940,26,88,Cool
Heartfelt Words,3,Choker,,0,8,10,79,13,39,0,0,0,Sweet
Heartfelt Words,3,Choker,,1,10,13,99,0,49,140,2,6,Sweet
Heartfelt Words,3,Choker,,2,13,16,123,21,61,410,6,18,Sweet
Heartfelt Words,3,Choker,,3,16,19,151,25,75,820,11,36,Sweet
Heartfelt Words,3,Choker,,4,19,23,182,30,90,1330,18,60,Sweet
Heartfelt Words,3,Choker,,5,22,28,218,36,108,1940,26,88,Sweet
Fluttering Heart,3,Choker,,0,9,9,8,41,83,0,0,0,Cool
Fluttering Heart,3,Choker,,1,0,0,10,52,104,140,2,6,Cool
Fluttering Heart,3,Choker,,2,14,14,13,64,129,410,6,18,Cool
Fluttering Heart,3,Choker,,3,18,18,16,78,158,820,11,36,Cool
Fluttering Heart,3,Choker,,4,21,21,19,95,191,1330,18,60,Cool
Fluttering Heart,3,Choker,,5,25,25,22,113,229,1940,26,88,Cool
Swan Sonata,5,Choker,Fairytale Swan,0,138,14,18,65,20,0,0,0,Elegant
Swan Sonata,5,Choker,Fairytale Swan,1,173,18,23,82,25,680,9,19,Elegant
Swan Sonata,5,Choker,Fairytale Swan,2,214,22,28,101,31,2030,27,57,Elegant
Swan Sonata,5,Choker,Fairytale Swan,3,263,27,35,124,38,4060,54,114,Elegant
Swan Sonata,5,Choker,Fairytale Swan,4,318,33,42,150,46,6630,88,190,Elegant
Swan Sonata,5,Choker,Fairytale Swan,5,380,39,50,179,55,9670,129,282,Elegant
Sealing Cocoon,5,Choker,Flutter Storm,0,67,24,13,131,20,0,0,0,Sexy
Sealing Cocoon,5,Choker,Flutter Storm,1,84,30,0,164,25,680,9,19,Sexy
Sealing Cocoon,5,Choker,Flutter Storm,2,104,38,21,204,31,2030,27,57,Sexy
Sealing Cocoon,5,Choker,Flutter Storm,3,128,46,25,249,38,4060,54,114,Sexy
Sealing Cocoon,5,Choker,Flutter Storm,4,155,56,30,302,46,6630,88,190,Sexy
Sealing Cocoon,5,Choker,Flutter Storm,5,185,66,36,361,55,9670,129,282,Sexy
Silent Whispers,3,Choker,,0,39,13,14,77,8,0,0,0,Sexy
Silent Whispers,3,Choker,,1,49,0,18,0,10,140,2,6,Elegant
Silent Whispers,3,Choker,,2,61,21,22,120,13,410,6,18,Sexy
Silent Whispers,3,Choker,,3,75,25,27,147,16,820,11,36,Sexy
Silent Whispers,3,Choker,,4,90,30,33,178,19,1330,18,60,Sexy
Silent Whispers,3,Choker,,5,108,36,39,212,22,1940,26,88,Sexy
Rebellious Will,3,Choker,,0,7,14,12,40,77,0,0,0,Cool
Rebellious Will,3,Choker,,1,9,18,15,50,97,140,2,6,Cool
Rebellious Will,3,Choker,,2,0,22,19,62,120,410,6,18,Cool
Rebellious Will,3,Choker,,3,14,27,23,76,147,820,11,36,Cool
Rebellious Will,3,Choker,,4,0,33,28,92,178,1330,18,60,Cool
Rebellious Will,3,Choker,,5,20,39,33,110,212,1940,26,88,Cool
Past Fragrance,4,Choker,Floral Memory,0,40,85,0,14,15,0,0,0,Fresh
Past Fragrance,4,Choker,Floral Memory,1,50,107,14,18,19,410,5,12,Fresh
Past Fragrance,4,Choker,Floral Memory,2,62,132,18,22,24,1220,16,36,Fresh
Past Fragrance,4,Choker,Floral Memory,3,76,162,21,27,29,2440,32,72,Fresh
Past Fragrance,4,Choker,Floral Memory,4,92,196,26,33,35,3980,53,120,Fresh
Past Fragrance,4,Choker,Floral Memory,5,110,234,31,39,42,5800,77,177,Fresh
Flowing Ripple,4,Choker,Bubbly Voyage,0,8,44,87,0,15,0,0,0,Sweet
Flowing Ripple,4,Choker,Bubbly Voyage,1,10,55,109,14,19,410,5,12,Sweet
Flowing Ripple,4,Choker,Bubbly Voyage,2,13,69,135,18,24,1220,16,36,Sweet
Flowing Ripple,4,Choker,Bubbly Voyage,3,16,84,166,21,29,2440,32,72,Sweet
Flowing Ripple,4,Choker,Bubbly Voyage,4,19,102,201,26,35,3980,53,120,Sweet
Flowing Ripple,4,Choker,Bubbly Voyage,5,22,121,240,31,42,5800,77,177,Sweet
First Impression,3,Choker,,0,0,39,79,8,12,0,0,0,Sweet
First Impression,3,Choker,,1,15,49,99,10,15,140,2,6,Sweet
First Impression,3,Choker,,2,19,61,123,13,19,410,6,18,Sweet
First Impression,3,Choker,,3,23,75,151,16,23,820,11,36,Sweet
First Impression,3,Choker,,4,28,90,182,19,28,1330,18,60,Sweet
First Impression,3,Choker,,5,33,108,218,22,33,1940,26,88,Sweet
Fluttering Wishes,5,Dress,,0,831,441,154,0,160,0,0,0,Elegant
Fluttering Wishes,5,Dress,,1,1039,552,193,144,200,4500,60,128,Elegant
Fluttering Wishes,5,Dress,,2,1289,684,239,179,248,13500,180,384,Elegant
Fluttering Wishes,5,Dress,,3,1579,838,293,219,304,27000,360,768,Elegant
Fluttering Wishes,5,Dress,,4,1912,0,355,265,368,44100,588,1280,Elegant
Fluttering Wishes,5,Dress,,5,2286,1213,424,317,440,64350,858,1894,Elegant
Starry Vigil,3,Dress,,0,285,51,553,52,59,0,0,0,Sweet
Starry Vigil,3,Dress,,1,357,64,692,65,74,900,12,40,Sweet
Starry Vigil,3,Dress,,2,442,80,858,81,92,2700,36,120,Sweet
Starry Vigil,3,Dress,,3,542,0,1051,99,113,5400,72,240,Sweet
Starry Vigil,3,Dress,,4,656,118,1272,120,136,8820,118,400,Sweet
Starry Vigil,3,Dress,,5,784,141,1521,143,163,12870,172,592,Sweet
Confession Lace,3,Dress,,0,502,76,260,90,71,0,0,0,Elegant
Confession Lace,3,Dress,,1,628,95,325,113,89,900,12,40,Elegant
Confession Lace,3,Dress,,2,779,118,403,140,0,2700,36,120,Elegant
Confession Lace,3,Dress,,3,954,145,494,171,135,5400,72,240,Elegant
Confession Lace,3,Dress,,4,0,175,598,207,164,8820,118,400,Sweet
Confession Lace,3,Dress,,5,1381,209,715,248,196,12870,172,592,Elegant
Spring Qipao,3,Dress,,0,83,499,95,247,76,0,0,0,Fresh
Spring Qipao,3,Dress,,1,104,624,19,309,95,900,12,40,Fresh
Spring Qipao,3,Dress,,2,129,774,148,383,118,2700,36,120,Fresh
Spring Qipao,3,Dress,,3,158,949,181,470,145,5400,72,240,Fresh
Spring Qipao,3,Dress,,4,191,1148,219,569,175,8820,118,400,Fresh
Spring Qipao,3,Dress,,5,229,1373,262,680,209,12870,172,592,Fresh
Fragrant Reverie,3,Dress,,0,273,533,94,51,49,0,0,0,Fresh
Fragrant Reverie,3,Dress,,1,342,667,118,64,62,900,12,40,Fresh
Fragrant Reverie,3,Dress,,2,424,827,146,80,76,2700,36,120,Fresh
Fragrant Reverie,3,Dress,,3,519,1013,179,0,94,5400,72,240,Fresh
Fragrant Reverie,3,Dress,,4,628,1226,217,118,113,8820,118,400,Fresh
Fragrant Reverie,3,Dress,,5,751,1466,259,141,135,12870,172,592,Fresh
Mature Aftertaste,3,Dress,,0,531,55,81,282,52,0,0,0,Elegant
Mature Aftertaste,3,Dress,,1,664,69,102,353,65,900,12,40,Elegant
Mature Aftertaste,3,Dress,,2,824,86,126,438,81,2700,36,120,Elegant
Mature Aftertaste,3,Dress,,3,1009,105,154,536,99,5400,72,240,Elegant
Mature Aftertaste,3,Dress,,4,1222,127,187,649,120,8820,118,400,Elegant
Mature Aftertaste,3,Dress,,5,1461,152,223,776,143,12870,172,592,Elegant
Natural Color,3,Dress,,0,263,521,59,71,86,0,0,0,Fresh
Natural Color,3,Dress,,1,329,652,74,89,108,900,12,40,Fresh
Natural Color,3,Dress,,2,408,808,92,0,134,2700,36,120,Fresh
Natural Color,3,Dress,,3,500,990,113,135,164,5400,72,240,Fresh
Natural Color,3,Dress,,4,605,1199,136,164,198,8820,118,400,Fresh
Natural Color,3,Dress,,5,724,1433,163,196,237,12870,172,592,Fresh
Dreamlike Stars,3,Dress,Searching for Dreams,0,60,50,286,0,53,0,0,0,Sweet
Dreamlike Stars,3,Dress,Searching for Dreams,1,75,63,358,689,67,900,12,40,Sexy
Dreamlike Stars,3,Dress,Searching for Dreams,2,93,78,444,855,83,2700,36,120,Sexy
Dreamlike Stars,3,Dress,Searching for Dreams,3,4,95,544,1047,101,5400,72,240,Sexy
Dreamlike Stars,3,Dress,Searching for Dreams,4,138,0,658,1268,122,8820,118,400,Sexy
Dreamlike Stars,3,Dress,Searching for Dreams,5,165,138,787,1516,146,12870,172,592,Sexy
Blooming Grace,5,Dress,Fairytale Swan,0,915,86,146,452,101,0,0,0,Elegant
Blooming Grace,5,Dress,Fairytale Swan,1,1144,108,183,565,127,4500,60,128,Elegant
Blooming Grace,5,Dress,Fairytale Swan,2,1419,134,227,701,157,13500,180,384,Elegant
Blooming Grace,5,Dress,Fairytale Swan,3,1739,164,278,859,192,27000,360,768,Elegant
Blooming Grace,5,Dress,Fairytale Swan,4,2105,198,336,1040,233,44100,588,1280,Elegant
Blooming Grace,5,Dress,Fairytale Swan,5,2517,237,402,1243,278,64350,858,1894,Elegant
Starry Splendor,5,Dress,Blossoming Stars,0,436,890,19,164,91,0,0,0,Fresh
Starry Splendor,5,Dress,Blossoming Stars,1,545,0,149,205,4,4500,60,128,Elegant
Starry Splendor,5,Dress,Blossoming Stars,2,676,1380,185,255,142,13500,180,384,Fresh
Starry Splendor,5,Dress,Blossoming Stars,3,829,1691,227,312,173,27000,360,768,Fresh
Starry Splendor,5,Dress,Blossoming Stars,4,1003,2047,274,378,210,44100,588,1280,Fresh
Starry Splendor,5,Dress,Blossoming Stars,5,1199,2448,328,451,251,64350,858,1894,Fresh
Fluttering Twist,5,Dress,Flutter Storm,0,457,98,95,913,137,0,0,0,Sexy
Fluttering Twist,5,Dress,Flutter Storm,1,572,123,19,1142,172,4500,60,128,Sexy
Fluttering Twist,5,Dress,Flutter Storm,2,709,152,148,1416,213,13500,180,384,Sexy
Fluttering Twist,5,Dress,Flutter Storm,3,869,187,181,1735,261,27000,360,768,Sexy
Fluttering Twist,5,Dress,Flutter Storm,4,1052,226,219,2100,316,44100,588,1280,Sexy
Fluttering Twist,5,Dress,Flutter Storm,5,1257,270,262,2511,377,64350,858,1894,Sexy
Peachy Fellowship,3,Dress,,0,56,255,522,93,74,0,0,0,Sweet
Peachy Fellowship,3,Dress,,1,70,319,653,0,93,900,12,40,Sweet
Peachy Fellowship,3,Dress,,2,87,396,810,145,0,2700,36,120,Sweet
Peachy Fellowship,3,Dress,,3,107,485,992,0,141,5400,72,240,Sweet
Peachy Fellowship,3,Dress,,4,129,587,1201,214,171,8820,118,400,Sweet
Peachy Fellowship,3,Dress,,5,154,702,1436,256,204,12870,172,592,Sweet
Snownight Letter,3,Dress,,0,261,87,85,503,65,0,0,0,Sexy
Snownight Letter,3,Dress,,1,327,109,107,629,82,900,12,40,Sexy
Snownight Letter,3,Dress,,2,405,135,132,780,101,2700,36,120,Sexy
Snownight Letter,3,Dress,,3,496,166,162,956,124,5400,72,240,Sexy
Snownight Letter,3,Dress,,4,601,201,196,1157,150,8820,118,400,Sexy
Snownight Letter,3,Dress,,5,718,240,234,1384,179,12870,172,592,Sexy
Enchanting Night,2,Dress,,0,42,56,54,389,58,0,0,0,Sexy
Enchanting Night,2,Dress,,1,53,70,68,487,73,540,7,24,Sexy
Enchanting Night,2,Dress,,2,66,87,84,603,90,1620,21,72,Sexy
Enchanting Night,2,Dress,,3,80,107,103,740,0,3240,43,144,Sexy
Enchanting Night,2,Dress,,4,0,129,125,895,134,5290,70,240,Sexy
Enchanting Night,2,Dress,,5,116,154,149,1070,160,7720,102,355,Sexy
Serene Green,2,Dress,,0,162,41,31,50,316,0,0,0,Cool
Serene Green,2,Dress,,1,203,52,39,63,395,540,7,24,Cool
Serene Green,2,Dress,,2,252,64,49,78,490,1620,21,72,Cool
Serene Green,2,Dress,,3,308,78,59,95,601,3240,43,144,Cool
Serene Green,2,Dress,,4,373,95,72,0,727,5290,70,240,Cool
Serene Green,2,Dress,,5,446,113,86,138,869,7720,102,355,Cool
Melodic Heart,4,Dress,Symphony of Strings,0,306,56,576,55,106,0,0,0,Sweet
Melodic Heart,4,Dress,Symphony of Strings,1,383,70,720,69,133,2700,36,80,Sweet
Melodic Heart,4,Dress,Symphony of Strings,2,475,87,893,86,165,8100,108,240,Sweet
Melodic Heart,4,Dress,Symphony of Strings,3,582,107,1095,105,202,16200,216,480,Sweet
Melodic Heart,4,Dress,Symphony of Strings,4,704,129,1325,127,244,26460,353,800,Sweet
Melodic Heart,4,Dress,Symphony of Strings,5,842,154,1584,152,292,38610,515,1184,Sweet
Sky Fall,4,Dress,Floral Memory,0,284,561,80,89,87,0,0,0,Fresh
Sky Fall,4,Dress,Floral Memory,1,355,702,100,0,109,2700,36,80,Fresh
Sky Fall,4,Dress,Floral Memory,2,441,870,124,138,135,8100,108,240,Fresh
Sky Fall,4,Dress,Floral Memory,3,540,1066,152,170,166,16200,216,480,Fresh
Sky Fall,4,Dress,Floral Memory,4,654,1291,184,205,201,26460,353,800,Fresh
Sky Fall,4,Dress,Floral Memory,5,781,1543,220,245,240,38610,515,1184,Fresh
Song of Harvest,4,Dress,Hometown Breeze,0,113,715,341,73,108,0,0,0,Fresh
Song of Harvest,4,Dress,Hometown Breeze,1,142,894,427,92,135,2700,36,80,Fresh
Song of Harvest,4,Dress,Hometown Breeze,2,176,1109,529,4,168,8100,108,240,Fresh
Song of Harvest,4,Dress,Hometown Breeze,3,215,1359,648,139,206,16200,216,480,Fresh
Song of Harvest,4,Dress,Hometown Breeze,4,260,1645,785,168,249,26460,353,800,Fresh
Song of Harvest,4,Dress,Hometown Breeze,5,311,1967,938,201,297,38610,515,1184,Fresh
Paper Crane's Flight,4,Dress,Rebirth Wish,0,357,108,77,76,92,0,0,0,Elegant
Paper Crane's Flight,4,Dress,Rebirth Wish,1,447,135,897,95,0,2700,36,80,Sweet
Paper Crane's Flight,4,Dress,Rebirth Wish,2,554,168,0,118,143,8100,108,240,Elegant
Paper Crane's Flight,4,Dress,Rebirth Wish,3,679,206,1363,145,175,16200,216,480,Sweet
Paper Crane's Flight,4,Dress,Rebirth Wish,4,822,249,1650,175,212,26460,353,800,Sweet
Paper Crane's Flight,4,Dress,Rebirth Wish,5,982,297,1972,209,253,38610,515,1184,Sweet
Chuckle Trainee,4,Dress,Sweet Jazz Nights,0,350,0,711,76,98,0,0,0,Sweet
Chuckle Trainee,4,Dress,Sweet Jazz Nights,1,438,144,889,95,123,2700,36,80,Sweet
Chuckle Trainee,4,Dress,Sweet Jazz Nights,2,543,179,1103,118,152,8100,108,240,Sweet
Chuckle Trainee,4,Dress,Sweet Jazz Nights,3,665,219,1351,145,187,16200,216,480,Sweet
Chuckle Trainee,4,Dress,Sweet Jazz Nights,4,805,265,1636,175,226,26460,353,800,Sweet
Chuckle Trainee,4,Dress,Sweet Jazz Nights,5,963,317,1956,209,270,38610,515,1184,Sweet
Circuit Connection,4,Dress,Fully Charged,0,88,290,67,104,551,0,0,0,Cool
Circuit Connection,4,Dress,Fully Charged,1,110,363,84,130,689,2700,36,80,Cool
Circuit Connection,4,Dress,Fully Charged,2,137,450,104,162,855,8100,108,240,Cool
Circuit Connection,4,Dress,Fully Charged,3,168,551,128,198,1047,16200,216,480,Cool
Circuit Connection,4,Dress,Fully Charged,4,203,667,155,240,1268,26460,353,800,Cool
Circuit Connection,4,Dress,Fully Charged,5,242,798,185,286,1516,38610,515,1184,Cool
Pure Melody,4,Dress,Wind of Purity,0,566,278,70,105,82,0,0,0,Elegant
Pure Melody,4,Dress,Wind of Purity,1,708,348,88,132,103,2700,36,80,Elegant
Pure Melody,4,Dress,Wind of Purity,2,878,41,109,163,128,8100,108,240,Elegant
Pure Melody,4,Dress,Wind of Purity,3,1076,529,133,200,156,16200,216,480,Elegant
Pure Melody,4,Dress,Wind of Purity,4,1302,640,161,242,189,26460,353,800,Elegant
Pure Melody,4,Dress,Wind of Purity,5,1557,765,193,289,226,38610,515,1184,Elegant
Whispering Bubbles,4,Dress,Bubbly Voyage,0,79,274,547,99,102,0,0,0,Sweet
Whispering Bubbles,4,Dress,Bubbly Voyage,1,99,343,684,124,128,2700,36,80,Sweet
Whispering Bubbles,4,Dress,Bubbly Voyage,2,123,425,848,154,159,8100,108,240,Sweet
Whispering Bubbles,4,Dress,Bubbly Voyage,3,151,521,1040,189,194,16200,216,480,Sweet
Whispering Bubbles,4,Dress,Bubbly Voyage,4,182,631,1259,228,235,26460,353,800,Sweet
Whispering Bubbles,4,Dress,Bubbly Voyage,5,218,754,1505,273,281,38610,515,1184,Sweet
Perfect Start,3,Dress,,0,64,248,507,94,87,0,0,0,Sweet
Perfect Start,3,Dress,,1,80,310,634,118,109,900,12,40,Sweet
Perfect Start,3,Dress,,2,100,385,786,146,135,2700,36,120,Sweet
Perfect Start,3,Dress,,3,122,472,964,179,166,5400,72,240,Sweet
Perfect Start,3,Dress,,4,148,571,1167,217,201,8820,118,400,Sweet
Perfect Start,3,Dress,,5,176,682,1395,259,240,12870,172,592,Sweet
Purple Whisper,3,Earrings,,0,13,39,78,7,12,0,0,0,Sweet
Purple Whisper,3,Earrings,,1,0,49,98,9,15,140,2,6,Sweet
Purple Whisper,3,Earrings,,2,21,61,121,0,19,410,6,18,Sweet
Purple Whisper,3,Earrings,,3,25,75,149,14,23,820,11,36,Sweet
Purple Whisper,3,Earrings,,4,30,90,180,0,28,1330,18,60,Sweet
Purple Whisper,3,Earrings,,5,36,108,215,20,33,1940,26,88,Sweet
Wish Bottle Earrings,4,Earrings,,0,100,51,18,16,7,0,0,0,Elegant
Wish Bottle Earrings,4,Earrings,,1,125,64,23,20,22,410,5,12,Elegant
Wish Bottle Earrings,4,Earrings,,2,155,80,28,25,27,1220,16,36,Elegant
Wish Bottle Earrings,4,Earrings,,3,190,0,35,31,33,2440,32,72,Elegant
Wish Bottle Earrings,4,Earrings,,4,230,118,42,37,40,3980,53,120,Elegant
Wish Bottle Earrings,4,Earrings,,5,275,141,50,44,47,5800,77,177,Elegant
Surprise Box,3,Earrings,,0,13,37,74,13,13,0,0,0,Sweet
Surprise Box,3,Earrings,,1,0,47,93,0,0,140,2,6,Sweet
Surprise Box,3,Earrings,,2,21,58,0,21,21,410,6,18,Fresh
Surprise Box,3,Earrings,,3,25,71,141,25,25,820,11,36,Sweet
Surprise Box,3,Earrings,,4,30,86,171,30,30,1330,18,60,Sweet
Surprise Box,3,Earrings,,5,36,102,204,36,36,1940,26,88,Sweet
Droopy Banner,3,Earrings,,0,13,7,13,39,78,0,0,0,Cool
Droopy Banner,3,Earrings,,1,0,9,0,49,98,140,2,6,Cool
Droopy Banner,3,Earrings,,2,21,0,21,61,121,410,6,18,Cool
Droopy Banner,3,Earrings,,3,25,14,25,75,149,820,11,36,Cool
Droopy Banner,3,Earrings,,4,30,0,30,90,180,1330,18,60,Cool
Droopy Banner,3,Earrings,,5,36,20,36,108,215,1940,26,88,Cool
Tangy Dreams,3,Earrings,,0,38,0,79,9,12,0,0,0,Sweet
Tangy Dreams,3,Earrings,,1,48,15,99,12,15,140,2,6,Sweet
Tangy Dreams,3,Earrings,,2,59,19,123,14,19,410,6,18,Sweet
Tangy Dreams,3,Earrings,,3,73,23,151,18,23,820,11,36,Sweet
Tangy Dreams,3,Earrings,,4,88,28,182,21,28,1330,18,60,Sweet
Tangy Dreams,3,Earrings,,5,105,33,218,25,33,1940,26,88,Sweet
Flashing Alert,3,Earrings,,0,9,39,14,0,77,0,0,0,Cool
Flashing Alert,3,Earrings,,1,0,49,18,14,97,140,2,6,Cool
Flashing Alert,3,Earrings,,2,14,61,22,18,120,410,6,18,Cool
